Human,SARS-CoV2,Score
P27105,P0DTC1,2.975
Q7LGA3,P0DTC1,2.4
Q4KMQ2,P0DTC1,2.831
Q76N32,P0DTC1,1.431
Q9BVK2,P0DTC1,2.281
Q2TAA5,P0DTC1,2.152
Q92995,P0DTC1,8.849
Q15056,P0DTC1,2.714
Q8NBX0,P0DTC1,0.303
Q99470,P0DTC1,0.949
Q9BU02,P0DTC1,1.22
Q8NBJ5,P0DTC1,0.483
Q9ULT8,P0DTC1,2.575
Q6PML9,P0DTC1,2.416
Q86UT6,P0DTC1,2.887
Q96AY3,P0DTC1,2.984
Q13438,P0DTC1,1.613
Q5EBL8,P0DTC1,1.36
Q9Y312,P0DTC1,0.679
Q9Y2I6,P0DTC1,1.767
Q04724,P0DTC1,2.964
Q96HR9,P0DTC1,1.572
Q96A26,P0DTC1,2.82
Q9H2P9,P0DTC1,1.136
Q13617,P0DTC8,1.117
Q13617,P0DTC9,1.793
Q13617,P0DTD2,0.02
Q13617,P0DTD3,0.016
Q9Y399,P0DTC9,0.311
P51149,P0DTC8,0.054
P51148,P0DTC8,0.049
Q9UKA9,P0DTC8,0.01
P62330,P0DTC8,0.762
Q9BQT8,P0DTC8,0.019
Q96MM7,P0DTC8,0.019
Q8IZ52,P0DTC8,0.031
O43818,P0DTC8,0.01
Q8IV08,P0DTC8,0.039
Q9UL15,P0DTC8,1.512
Q9P2E5,P0DTC8,0.039
Q9NQC3,P0DTC8,1.441
Q2PZI1,P0DTC8,0.019
Q9H8W4,P0DTC8,0.049
P27105,P0DTC8,1.92
P11940,P0DTC8,0.576
Q9BW92,P0DTC8,0.921
O75347,P0DTC8,1.458
Q99720,P0DTC8,1.959
P09884,P0DTC8,0.307
P61916,P0DTC8,0.793
Q5JRX3,P0DTC8,0.004
Q6PKG0,P0DTC8,0.684
Q9Y4L1,P0DTC8,1.926
Q9Y375,P0DTC8,1.945
Q4G0J3,P0DTC8,0.01
Q8IUD2,P0DTC8,1.492
Q96CN9,P0DTC8,1.688
P78406,P0DTC8,1.316
Q9UDR5,P0DTC8,0.642
P62072,P0DTC8,1.133
Q15818,P0DTC8,0.019
Q8NEJ9,P0DTC8,0.052
Q8WUY8,P0DTC8,0.019
Q99959,P0DTC8,1.147
Q9Y5J6,P0DTC8,1.284
Q9Y5J7,P0DTC8,1.133
Q9NY61,P0DTC8,1.12
Q12770,P0DTC8,1.319
Q9NXA8,P0DTC8,0.004
P13861,P0DTC8,1.217
Q10713,P0DTC8,0.019
Q9UJZ1,P0DTC8,1.416
Q6Y7W6,P0DTC8,1.435
Q13443,P0DTC8,0.891
O75592,P0DTC8,0.686
Q9BQE4,P0DTC8,1.217
P38606,P0DTC8,0.036
P58166,P0DTC8,0.823
Q9H6F5,P0DTC8,0.01
O95391,P0DTC8,0.008
Q86VR2,P0DTC8,0.019
P28300,P0DTC8,0.018
Q5JTV8,P0DTC8,1.449
Q6NXT4,P0DTC8,0.019
Q99988,P0DTC8,1.474
Q00765,P0DTC8,0.019
Q7Z4H8,P0DTC8,0.019
P00387,P0DTC8,0.026
Q9UBU6,P0DTC8,0.019
Q92552,P0DTC8,0.01
Q8N4C6,P0DTC8,0.03
Q7LGA3,P0DTC8,0.019
Q5BJF2,P0DTC8,0.035
Q7Z7A1,P0DTC8,0.033
O43292,P0DTC8,1.803
Q04724,P0DTC8,1.516
Q8N6S5,P0DTC8,0.019
O95613,P0DTC8,0.042
P61026,P0DTC8,1.029
Q7KZI7,P0DTC8,0.605
Q86VM9,P0DTC8,0.008
Q92820,P0DTC8,0.035
Q04726,P0DTC8,1.202
Q9NZJ7,P0DTC8,0.035
Q14789,P0DTC8,0.01
Q86YT6,P0DTC8,0.021
Q92769,P0DTC8,0.893
O43823,P0DTC8,1.388
P21964,P0DTC8,0.033
Q96N16,P0DTC8,1.234
Q9NW13,P0DTC8,0.02
Q15904,P0DTC8,1.675
Q7Z3B4,P0DTC8,0.019
Q9Y680,P0DTC8,0.026
O95684,P0DTC8,1.313
P15151,P0DTC8,1.284
O43633,P0DTC8,1.335
Q9C0B5,P0DTC8,0.035
P52948,P0DTC8,0.005
Q3KQU3,P0DTC8,0.019
Q08431,P0DTC8,0.044
O14745,P0DTC8,1.489
Q8NEW0,P0DTC8,0.014
Q7L2J0,P0DTC8,0.005
Q8TAD8,P0DTC8,0.01
Q8N183,P0DTC8,0.01
Q96IZ5,P0DTC8,0.01
Q9Y312,P0DTC8,0.01
P07203,P0DTC8,0.721
P11310,P0DTC8,0.963
Q15370,P0DTC8,1.646
Q9H845,P0DTC8,0.004
Q9P0L2,P0DTC8,0.406
O76094,P0DTC8,0.728
Q9UH99,P0DTC8,1.283
Q9H173,P0DTC8,1.464
P26358,P0DTC8,0.045
Q8TEM1,P0DTC8,0.019
O95573,P0DTC8,0.955
Q9H270,P0DTC8,1.176
O14975,P0DTC8,0.481
O60885,P0DTC8,0.907
P31323,P0DTC8,1.091
Q96I59,P0DTC8,0.019
Q9HD40,P0DTC8,0.01
O14874,P0DTC8,0.003
Q4V328,P0DTC8,1.971
Q5VT06,P0DTC8,0.008
Q96S66,P0DTC8,0.029
P61011,P0DTC8,0.044
P17612,P0DTC8,0.903
Q9BV19,P0DTC8,1.926
Q9NXH9,P0DTC8,0.007
O00469,P0DTC8,0.042
Q14157,P0DTC8,0.052
Q13310,P0DTC8,0.01
Q8IWR1,P0DTC8,0.019
Q8IWR0,P0DTC8,0.01
Q12907,P0DTC8,1.01
Q7Z4Q2,P0DTC8,1.926
Q9BSC4,P0DTC8,0.01
O96028,P0DTC8,0.013
O94973,P0DTC8,1.048
P63218,P0DTC8,1.414
Q5T1M5,P0DTC8,0.035
P12109,P0DTC8,0.923
Q9UBX5,P0DTC8,1.734
Q6PML9,P0DTC8,0.019
P05026,P0DTC8,0.949
Q5VU43,P0DTC8,1.284
Q76N32,P0DTC8,1.832
Q96DZ1,P0DTC8,1.926
P35555,P0DTC8,0.665
Q9BVK2,P0DTC8,0.019
Q2TAA5,P0DTC8,0.019
P62820,P0DTC8,1.238
Q92995,P0DTC8,0.912
Q15056,P0DTC8,0.476
Q66GS9,P0DTC8,1.926
Q96B26,P0DTC8,1.287
P35658,P0DTC8,0.005
O14578,P0DTC8,1.278
Q9Y3A6,P0DTC8,0.031
Q99470,P0DTC8,1.926
P19784,P0DTC8,1.31
Q9BU02,P0DTC8,0.005
P50897,P0DTC8,0.047
P29122,P0DTC8,0.679
Q08379,P0DTC8,1.853
Q08378,P0DTC8,1.851
Q9BSJ2,P0DTC8,1.665
Q9H7Z7,P0DTC8,0.02
P55085,P0DTC8,1.284
Q92615,P0DTC8,0.01
Q9Y5J9,P0DTC8,0.049
Q9HAV7,P0DTC8,1.445
Q5T6F2,P0DTC8,1.206
P05556,P0DTC8,1.44
P61106,P0DTC8,0.708
Q5VUA4,P0DTC8,1.803
Q9NU22,P0DTC8,1.284
Q9H773,P0DTC8,0.772
Q9BV73,P0DTC8,1.875
Q99996,P0DTC8,1.31
P13804,P0DTC8,0.005
O00116,P0DTC8,0.007
Q13546,P0DTC8,1.1
Q13283,P0DTC8,0.024
Q8NCA5,P0DTC8,0.007
P61586,P0DTC8,1.084
Q5EBL8,P0DTC8,1.96
P37198,P0DTC8,0.795
Q13868,P0DTC8,0.008
Q8N0X7,P0DTC8,1.681
Q5VT66,P0DTC8,0.024
P82663,P0DTC8,0.019
Q9NV92,P0DTC8,1.843
Q96CW5,P0DTC8,0.823
Q9Y2I6,P0DTC8,0.042
Q96CW1,P0DTC8,1.316
Q9GZU3,P0DTC8,0.019
Q9UHD2,P0DTC8,1.099
O75506,P0DTC8,1.284
Q96AY3,P0DTC8,0.033
Q96SN8,P0DTC8,1.515
Q8IWF2,P0DTC8,0.01
Q8TD10,P0DTC8,1.926
P49454,P0DTC8,1.277
Q6UUV7,P0DTC8,1.646
Q92900,P0DTC8,0.049
Q8TD19,P0DTC8,1.646
P67870,P0DTC8,1.22
Q969X5,P0DTC8,0.042
Q2M389,P0DTC8,0.042
Q99519,P0DTC8,0.033
Q9NYU1,P0DTC8,1.303
Q8TEQ8,P0DTC8,0.019
Q9UJC3,P0DTC8,1.88
Q96D53,P0DTC8,0.019
Q96HR9,P0DTC8,0.034
P09601,P0DTC8,1.123
Q96A26,P0DTC8,0.019
P61006,P0DTC8,0.867
Q9BVL2,P0DTC8,0.026
P82675,P0DTC8,0.007
Q9BV73,P0DTC9,2.247
Q9BV73,P0DTD2,0.019
Q9BV73,P0DTD3,0.019
P51149,P0DTC9,0.615
P51148,P0DTC9,1.124
P09601,P0DTC9,1.865
O75506,P0DTC9,1.776
P61006,P0DTC9,1.595
P78406,P0DTC9,1.508
Q8IZ52,P0DTC9,0.731
Q8IV08,P0DTC9,0.508
O95260,P0DTC9,0.019
Q9P2E5,P0DTC9,0.383
Q9NQC3,P0DTC9,1.693
Q8IWA5,P0DTC9,0.315
Q9H8W4,P0DTC9,0.37
P27105,P0DTC9,2.462
P11940,P0DTC9,0.885
Q9BQS8,P0DTC9,0.537
Q9BW92,P0DTC9,2.079
P21964,P0DTC9,0.48
O75347,P0DTC9,2.088
Q99720,P0DTC9,2.279
Q96MM7,P0DTC9,0.437
Q9NXH9,P0DTC9,1.707
Q4KMQ2,P0DTC9,0.709
P09884,P0DTC9,1.027
Q9UKA9,P0DTC9,0.01
P61916,P0DTC9,0.997
Q9H2H8,P0DTC9,0.041
Q5JRX3,P0DTC9,0.143
Q6PKG0,P0DTC9,0.852
Q9Y4L1,P0DTC9,3.324
Q9Y375,P0DTC9,2.521
Q4G0J3,P0DTC9,0.451
Q8IUD2,P0DTC9,1.718
Q5VUA4,P0DTC9,3.665
Q6UW63,P0DTC9,0.455
Q9UDR5,P0DTC9,0.999
Q9BQT8,P0DTC9,0.288
Q15818,P0DTC9,0.313
Q8NEJ9,P0DTC9,0.206
Q8WUY8,P0DTC9,3.001
Q99959,P0DTC9,1.277
Q9Y5J6,P0DTC9,1.916
Q9Y5J7,P0DTC9,1.457
Q9NY61,P0DTC9,1.545
Q8N766,P0DTC9,0.247
Q12770,P0DTC9,1.969
Q9NXA8,P0DTC9,0.426
Q9Y5J9,P0DTC9,0.123
P55085,P0DTC9,1.475
Q96B26,P0DTC9,1.672
P48556,P0DTC9,0.349
P13861,P0DTC9,2.409
Q10713,P0DTC9,0.566
O76094,P0DTC9,1.165
Q9BSJ2,P0DTC9,2.087
Q9UJZ1,P0DTC9,1.684
Q9UL15,P0DTC9,1.958
Q6Y7W6,P0DTC9,1.722
Q13443,P0DTC9,1.346
A7MCY6,P0DTC9,0.315
Q9BQE4,P0DTC9,1.48
P38606,P0DTC9,1.311
P58166,P0DTC9,0.986
Q9H488,P0DTC9,0.06
P62330,P0DTC9,1.173
O95391,P0DTC9,0.345
P28300,P0DTC9,0.019
Q5JTV8,P0DTC9,1.956
Q6NXT4,P0DTC9,0.405
P13984,P0DTC9,1.598
O43818,P0DTC9,0.194
Q96S66,P0DTC9,0.09
P00387,P0DTC9,1.176
O75592,P0DTC9,0.892
Q9UBU6,P0DTC9,0.24
O96028,P0DTC9,1.413
Q92552,P0DTC9,0.281
Q7LGA3,P0DTC9,0.383
Q2PZI1,P0DTC9,0.177
Q5BJF2,P0DTC9,0.272
Q9BU02,P0DTC9,0.504
O43292,P0DTC9,2.248
Q9Y6M9,P0DTC9,0.334
Q8N6S5,P0DTC9,0.202
Q99988,P0DTC9,1.737
O95613,P0DTC9,0.484
P61026,P0DTC9,1.462
Q96ER3,P0DTC9,0.165
Q96S52,P0DTC9,0.194
Q86VM9,P0DTC9,0.408
Q6UUV7,P0DTC9,2.094
Q04726,P0DTC9,1.366
Q96DA6,P0DTC9,0.307
Q9NVH1,P0DTC9,0.453
Q9NZJ7,P0DTC9,0.124
Q14789,P0DTC9,2.717
Q86YT6,P0DTC9,0.732
Q92769,P0DTC9,1.261
O43823,P0DTC9,2.75
Q6NXT6,P0DTC9,0.272
Q96N16,P0DTC9,1.596
Q9NW13,P0DTC9,0.058
Q15904,P0DTC9,3.105
P29122,P0DTC9,0.698
Q7Z3B4,P0DTC9,0.292
P52306,P0DTC9,0.478
Q9Y680,P0DTC9,0.369
P15151,P0DTC9,1.623
Q9C0B5,P0DTC9,0.128
P19784,P0DTC9,2.315
O95684,P0DTC9,1.822
Q96AY3,P0DTC9,0.369
Q08431,P0DTC9,0.413
O14745,P0DTC9,1.998
Q8NEW0,P0DTC9,0.059
Q7L2J0,P0DTC9,0.104
Q8TAD8,P0DTC9,0.497
Q8N183,P0DTC9,0.314
Q96IZ5,P0DTC9,0.11
Q9Y312,P0DTC9,0.13
P07203,P0DTC9,1.139
P11310,P0DTC9,2.435
Q15370,P0DTC9,2.075
Q9H845,P0DTC9,1.55
Q9P0L2,P0DTC9,0.44
Q96SN8,P0DTC9,1.962
P82663,P0DTC9,0.304
Q9UH99,P0DTC9,1.465
P26358,P0DTC9,2.121
Q8TEM1,P0DTC9,0.063
O95573,P0DTC9,2.582
Q9H270,P0DTC9,2.321
O14975,P0DTC9,1.688
O60885,P0DTC9,1.099
P31323,P0DTC9,1.98
Q7Z5G4,P0DTC9,0.402
Q9H773,P0DTC9,2.083
Q9HD40,P0DTC9,0.403
O14874,P0DTC9,0.175
Q4V328,P0DTC9,2.383
Q99567,P0DTC9,0.506
Q00765,P0DTC9,0.185
P61011,P0DTC9,0.4
P17612,P0DTC9,1.676
Q9BV19,P0DTC9,1.926
Q9BS26,P0DTC9,0.244
O00469,P0DTC9,0.548
Q96HW7,P0DTC9,0.155
Q92615,P0DTC9,0.433
Q14157,P0DTC9,0.043
Q13310,P0DTC9,0.402
Q8IWR1,P0DTC9,0.362
Q8IWR0,P0DTC9,0.304
Q7Z4Q2,P0DTC9,1.926
Q9BSC4,P0DTC9,0.052
Q96DZ1,P0DTC9,2.138
Q92820,P0DTC9,0.191
P63218,P0DTC9,1.532
Q5T1M5,P0DTC9,0.211
Q9HAV7,P0DTC9,1.919
P12109,P0DTC9,1.091
P67870,P0DTC9,1.868
Q96I59,P0DTC9,2.141
Q9Y276,P0DTC9,1.507
O00116,P0DTC9,0.564
Q5VU43,P0DTC9,1.465
Q2M389,P0DTC9,0.182
Q8N4C6,P0DTC9,0.883
Q15056,P0DTC9,0.856
Q76N32,P0DTC9,2.315
P05026,P0DTC9,1.238
Q14181,P0DTC9,3.534
P35555,P0DTC9,0.71
P35556,P0DTC9,0.311
Q9BVK2,P0DTC9,0.226
Q2TAA5,P0DTC9,0.198
Q5VT66,P0DTC9,1.987
P62820,P0DTC9,2.601
Q92995,P0DTC9,1.698
Q66GS9,P0DTC9,2.373
O14578,P0DTC9,2.123
P35658,P0DTC9,0.492
Q9Y3A6,P0DTC9,0.297
Q99470,P0DTC9,1.986
Q9NXK8,P0DTC9,0.388
P50897,P0DTC9,0.346
Q04724,P0DTC9,1.947
Q08379,P0DTC9,3.367
Q08378,P0DTC9,2.432
Q9H3K2,P0DTC9,0.272
Q9H7Z7,P0DTC9,2.622
Q9H173,P0DTC9,1.508
Q8NBJ5,P0DTC9,0.046
Q9ULT8,P0DTC9,0.294
O00124,P0DTC9,0.241
O94973,P0DTC9,1.886
Q5T6F2,P0DTC9,1.374
Q6PML9,P0DTC9,0.268
Q8NBX0,P0DTC9,0.116
P05556,P0DTC9,1.843
P61106,P0DTC9,1.207
Q86UT6,P0DTC9,1.489
Q13283,P0DTC9,1.81
Q9NU22,P0DTC9,2.82
Q5VT06,P0DTC9,0.401
Q99996,P0DTC9,4.647
Q13438,P0DTC9,0.543
P13804,P0DTC9,0.144
Q13546,P0DTC9,2.044
Q9BQQ3,P0DTC9,2.509
Q8NCA5,P0DTC9,0.007
Q9BRN9,P0DTC9,0.121
P61586,P0DTC9,1.766
Q5EBL8,P0DTC9,2.302
P37198,P0DTC9,1.295
Q13868,P0DTC9,0.41
O75964,P0DTC9,0.35
Q7Z7A1,P0DTC9,0.477
Q8N0X7,P0DTC9,2.165
Q9H6F5,P0DTC9,0.165
P62072,P0DTC9,1.478
Q9NV92,P0DTC9,2.18
Q96CW5,P0DTC9,1.174
Q9Y2I6,P0DTC9,0.695
Q96CW1,P0DTC9,2.07
Q9GZU3,P0DTC9,0.002
Q9UHD2,P0DTC9,2.374
O43633,P0DTC9,1.702
Q7KZI7,P0DTC9,0.924
Q92900,P0DTC9,1.068
Q96CN9,P0DTC9,2.125
Q8IWF2,P0DTC9,0.062
Q8TD10,P0DTC9,1.926
Q96IV0,P0DTC9,0.687
P49454,P0DTC9,1.871
P52948,P0DTC9,0.587
Q8TD19,P0DTC9,2.674
Q9UBX5,P0DTC9,2.129
Q969X5,P0DTC9,0.339
Q8WVC6,P0DTC9,1.179
P61962,P0DTC9,0.38
Q12907,P0DTC9,1.647
Q99519,P0DTC9,0.184
Q3KQU3,P0DTC9,0.449
Q9NYU1,P0DTC9,1.351
Q8TEQ8,P0DTC9,0.198
Q9UJC3,P0DTC9,2.247
Q96D53,P0DTC9,1.449
Q96HR9,P0DTC9,0.056
Q96A26,P0DTC9,0.5
Q9BVL2,P0DTC9,0.302
P82675,P0DTC9,0.318
Q9H2P9,P0DTC9,0.499
Q6NXT4,P0DTD2,0.019
Q6NXT4,P0DTD3,3.627
P82663,P0DTD2,0.019
P82663,P0DTD3,0.019
Q96CW1,P0DTD2,0.222
Q96CW1,P0DTD3,0.019
Q96SN8,P0DTD2,0.264
P67870,P0DTD2,0.329
P67870,P0DTD3,0.015
Q2M389,P0DTD2,0.042
Q2M389,P0DTD3,0.019
Q99519,P0DTD2,0.033
Q99519,P0DTD3,0.248
Q9NYU1,P0DTD2,0.019
Q9NYU1,P0DTD3,0.019
Q9HD40,P0DTD2,0.1
Q8TEQ8,P0DTD2,0.019
Q8TEQ8,P0DTD3,3.627
Q9Y4L1,P0DTD2,0.938
Q4G0J3,P0DTD2,0.075
Q96CN9,P0DTD2,0.042
Q96CN9,P0DTD3,0.371
Q15818,P0DTD2,0.019
Q15818,P0DTD3,0.019
Q8NEJ9,P0DTD2,0.274
Q8NEJ9,P0DTD3,0.019
Q8WUY8,P0DTD2,0.019
Q8WUY8,P0DTD3,3.627
Q9NXA8,P0DTD2,1.097
O75592,P0DTD2,0.737
O75592,P0DTD3,0.014
Q86VR2,P0DTD2,0.119
Q86VR2,P0DTD3,3.627
Q8IUD2,P0DTD2,0.042
Q8IUD2,P0DTD3,0.371
Q7Z4H8,P0DTD2,0.019
Q7Z4H8,P0DTD3,0.019
Q8N4C6,P0DTD2,0.262
Q8N4C6,P0DTD3,0.016
Q04724,P0DTD2,0.434
Q8N6S5,P0DTD2,0.019
Q8N6S5,P0DTD3,3.627
Q6UUV7,P0DTD2,0.632
Q04726,P0DTD2,0.434
Q14789,P0DTD2,0.146
P61916,P0DTD2,0.019
P61916,P0DTD3,0.019
Q9UHD2,P0DTD2,1.998
P52306,P0DTD2,0.331
Q9Y680,P0DTD2,0.019
Q9Y680,P0DTD3,0.019
O95684,P0DTD2,0.082
Q9C0B5,P0DTD2,0.2
Q9C0B5,P0DTD3,2.424
Q8TAD8,P0DTD2,0.411
P07203,P0DTD2,0.709
Q15370,P0DTD2,0.191
P49454,P0DTD2,0.057
P49454,P0DTD3,0.019
Q9P0L2,P0DTD2,0.434
P26358,P0DTD2,0.222
P26358,P0DTD3,0.019
Q8TEM1,P0DTD2,0.044
Q8TEM1,P0DTD3,1.999
P61006,P0DTD2,0.291
P61006,P0DTD3,0.137
P21964,P0DTD2,0.337
P21964,P0DTD3,1.533
Q00765,P0DTD2,0.019
Q00765,P0DTD3,3.627
Q4V328,P0DTD2,0.045
Q4V328,P0DTD3,0.195
P35555,P0DTD2,0.419
P35658,P0DTD2,0.14
Q9BSJ2,P0DTD2,0.019
Q9BSJ2,P0DTD3,0.019
Q99988,P0DTD2,0.325
Q08379,P0DTD2,0.042
Q08379,P0DTD3,0.019
Q08378,P0DTD2,0.048
Q08378,P0DTD3,0.371
Q9H3K2,P0DTD2,0.117
Q9H7Z7,P0DTD2,0.21
Q9H7Z7,P0DTD3,1.818
Q9H173,P0DTD2,0.019
Q9H173,P0DTD3,0.019
O94973,P0DTD2,0.051
P05026,P0DTD2,0.492
P05026,P0DTD3,0.724
P05556,P0DTD2,0.318
P05556,P0DTD3,0.21
P55085,P0DTD2,1.145
Q8NEW0,P0DTD2,0.114
Q8NEW0,P0DTD3,1.818
Q9BQQ3,P0DTD2,0.1
P37198,P0DTD2,0.934
P37198,P0DTD3,0.724
Q9GZU3,P0DTD2,0.019
Q9GZU3,P0DTD3,3.627
O75506,P0DTD2,0.009
P51149,P0DTD2,0.046
P51148,P0DTD2,0.042
Q9UKA9,P0DTD2,0.1
Q96MM7,P0DTD2,0.019
P78406,P0DTD2,0.178
Q8IZ52,P0DTD2,0.031
Q8IV08,P0DTD2,1.028
Q9NQC3,P0DTD2,0.183
Q2PZI1,P0DTD2,0.019
Q9H8W4,P0DTD2,0.039
P11940,P0DTD2,0.975
Q9BW92,P0DTD2,0.019
Q08431,P0DTD2,0.09
O75347,P0DTD2,0.042
Q99720,P0DTD2,0.033
Q14157,P0DTD2,0.042
O43823,P0DTD2,0.814
Q9H2H8,P0DTD2,0.03
Q9Y375,P0DTD2,0.019
Q9UDR5,P0DTD2,0.191
Q9NY61,P0DTD2,0.413
O95573,P0DTD2,0.151
Q12770,P0DTD2,0.38
Q9Y5J9,P0DTD2,0.042
Q10713,P0DTD2,0.019
P62330,P0DTD2,0.212
Q13443,P0DTD2,0.789
Q5VUA4,P0DTD2,0.067
P38606,P0DTD2,0.036
Q6Y7W6,P0DTD2,0.252
P28300,P0DTD2,0.398
Q5JTV8,P0DTD2,0.226
Q6NXT6,P0DTD2,0.005
Q96S66,P0DTD2,0.029
P00387,P0DTD2,0.019
A7MCY6,P0DTD2,1.264
Q9UBU6,P0DTD2,0.019
Q7LGA3,P0DTD2,0.019
Q5BJF2,P0DTD2,0.035
Q9NXK8,P0DTD2,0.191
O95613,P0DTD2,0.102
P61026,P0DTD2,0.037
Q7KZI7,P0DTD2,0.434
Q9BVL2,P0DTD2,0.293
Q9NZJ7,P0DTD2,0.152
Q86YT6,P0DTD2,0.11
Q92769,P0DTD2,0.534
Q96N16,P0DTD2,0.028
Q9NW13,P0DTD2,0.11
Q7Z3B4,P0DTD2,0.318
O43633,P0DTD2,0.048
Q5VT06,P0DTD2,0.17
P61011,P0DTD2,0.035
Q96AY3,P0DTD2,0.357
O14745,P0DTD2,0.555
Q7L2J0,P0DTD2,1.335
Q8N183,P0DTD2,0.646
Q9HAV7,P0DTD2,0.03
Q9UH99,P0DTD2,0.168
Q8IWR1,P0DTD2,2.144
Q15904,P0DTD2,0.029
Q9H270,P0DTD2,0.096
O60885,P0DTD2,0.014
Q96I59,P0DTD2,0.019
O14874,P0DTD2,0.08
Q99567,P0DTD2,0.067
P17612,P0DTD2,0.482
O00469,P0DTD2,0.042
Q13310,P0DTD2,0.283
Q12907,P0DTD2,0.042
Q5VT66,P0DTD2,0.019
P27105,P0DTD2,1.154
Q92820,P0DTD2,0.369
O96028,P0DTD2,0.575
Q5T1M5,P0DTD2,0.086
P12109,P0DTD2,0.246
Q9UBX5,P0DTD2,0.185
Q4KMQ2,P0DTD2,1.283
Q9BVK2,P0DTD2,0.019
Q2TAA5,P0DTD2,0.019
O14578,P0DTD2,0.22
P62820,P0DTD2,0.119
Q92995,P0DTD2,0.117
Q15056,P0DTD2,0.019
Q9Y3A6,P0DTD2,0.031
P19784,P0DTD2,0.171
Q7Z7A1,P0DTD2,0.132
P50897,P0DTD2,0.407
P29122,P0DTD2,0.019
Q9ULT8,P0DTD2,0.362
P11310,P0DTD2,0.365
Q6PML9,P0DTD2,0.019
P61106,P0DTD2,2.66
Q9BQT8,P0DTD2,0.019
P31323,P0DTD2,0.271
Q92900,P0DTD2,0.539
Q99996,P0DTD2,1.79
Q13438,P0DTD2,0.1
Q86UT6,P0DTD2,1.867
Q70EL1,P0DTD2,0.1
Q13546,P0DTD2,1.525
Q13283,P0DTD2,1.293
P61586,P0DTD2,0.496
Q5EBL8,P0DTD2,0.034
Q8N0X7,P0DTD2,0.254
Q9Y312,P0DTD2,0.01
Q9NV92,P0DTD2,0.054
Q9Y2I6,P0DTD2,0.042
Q9P2E5,P0DTD2,0.039
Q96HR9,P0DTD2,0.034
P52948,P0DTD2,0.067
Q8TD19,P0DTD2,0.03
Q969X5,P0DTD2,0.042
P61962,P0DTD2,0.191
Q3KQU3,P0DTD2,0.019
Q9UJC3,P0DTD2,0.073
Q96D53,P0DTD2,0.114
Q96IV0,P0DTD2,0.937
P09601,P0DTD2,0.734
Q96A26,P0DTD2,0.019
P51149,P0DTD3,0.371
P51148,P0DTD3,0.019
P09601,P0DTD3,0.489
Q96MM7,P0DTD3,3.627
Q8IZ52,P0DTD3,1.533
Q8IV08,P0DTD3,2.542
Q9P2E5,P0DTD3,2.542
Q9NQC3,P0DTD3,0.013
O96028,P0DTD3,0.013
Q2PZI1,P0DTD3,3.627
Q9H8W4,P0DTD3,0.254
P11940,P0DTD3,0.019
Q9BW92,P0DTD3,0.019
O75347,P0DTD3,0.019
Q99720,P0DTD3,0.237
Q14157,P0DTD3,0.019
Q9Y375,P0DTD3,0.019
Q9NY61,P0DTD3,0.019
Q12770,P0DTD3,0.248
Q10713,P0DTD3,0.019
Q6Y7W6,P0DTD3,3.627
Q13443,P0DTD3,2.659
P38606,P0DTD3,0.195
P62330,P0DTD3,0.16
P28300,P0DTD3,0.01
Q5JTV8,P0DTD3,2.542
P00387,P0DTD3,0.371
Q9UBU6,P0DTD3,3.627
Q7LGA3,P0DTD3,3.627
Q5BJF2,P0DTD3,2.542
P50897,P0DTD3,0.019
O95613,P0DTD3,0.019
P61026,P0DTD3,0.297
Q92820,P0DTD3,0.019
Q9BVL2,P0DTD3,0.371
Q9NZJ7,P0DTD3,2.542
Q86YT6,P0DTD3,0.01
O43823,P0DTD3,0.019
Q9NW13,P0DTD3,0.01
Q15904,P0DTD3,1.649
Q7Z3B4,P0DTD3,0.371
Q5VT06,P0DTD3,0.008
P61011,P0DTD3,0.019
Q08431,P0DTD3,0.371
O14745,P0DTD3,0.167
Q9Y312,P0DTD3,0.01
Q9BQT8,P0DTD3,3.627
Q9UH99,P0DTD3,0.379
O95573,P0DTD3,2.542
Q9H270,P0DTD3,0.16
Q96I59,P0DTD3,0.019
Q96S66,P0DTD3,0.51
P17612,P0DTD3,0.019
O00469,P0DTD3,0.371
P27105,P0DTD3,0.019
Q8IWR1,P0DTD3,2.542
Q12907,P0DTD3,0.371
P12109,P0DTD3,0.724
Q9BVK2,P0DTD3,3.627
Q2TAA5,P0DTD3,3.627
P62820,P0DTD3,0.019
Q15056,P0DTD3,0.019
Q9Y3A6,P0DTD3,1.999
P19784,P0DTD3,0.014
Q7Z7A1,P0DTD3,0.019
P29122,P0DTD3,0.019
Q3KQU3,P0DTD3,0.019
Q9Y5J9,P0DTD3,0.371
Q6PML9,P0DTD3,3.627
P61106,P0DTD3,0.254
P31323,P0DTD3,0.16
Q92900,P0DTD3,0.019
Q99996,P0DTD3,0.195
Q13546,P0DTD3,0.371
Q13283,P0DTD3,0.019
P61586,P0DTD3,0.192
Q5EBL8,P0DTD3,0.019
Q8N0X7,P0DTD3,0.019
Q5VT66,P0DTD3,3.627
Q9NV92,P0DTD3,1.999
Q9Y2I6,P0DTD3,0.019
Q96N16,P0DTD3,0.013
O43633,P0DTD3,0.371
Q96AY3,P0DTD3,0.016
Q5T1M5,P0DTD3,0.019
Q969X5,P0DTD3,0.371
Q9UJC3,P0DTD3,0.019
Q96D53,P0DTD3,1.818
Q96HR9,P0DTD3,1.999
Q96A26,P0DTD3,2.542
